date,platform,product_name,category,sub_category,region,units_sold,unit_price,revenue,discount,final_price,marketing_spend,holiday_flag,customer_rating,return_rate,stock_available,competitor_price,delivery_time_days,platform_fee,profit_margin,sentiment_score,day_of_week,month,year,promotion_type,customer_name,customer_age,mobile_number,customer_region
2024-12-20,Ajio,Watch,Accessories,Watches,West,15,776.32,9315.84,20,621.06,4141.55,0,2,0.11,443,702.77,2,31.05,0.39,0.32,Friday,12,2024,Coupon,Aarav,32,9488991370,South
2024-12-01,Meesho,Shirt,Clothing,Topwear,North,105,1309.18,96224.71,30,916.43,2860.05,0,5,0.03,230,1291.26,3,45.82,0.16,0.89,Sunday,12,2024,Coupon,Vivaan,54,9471179867,East
2024-12-19,Amazon,Jeans,Clothing,Bottomwear,South,127,1487.46,132235.4,30,1041.22,2056.73,0,4,0.2,150,1390.8,3,52.06,0.2,0.46,Thursday,12,2024,Bogo,Diya,22,9403122893,North
2024-12-13,Ajio,Jeans,Clothing,Bottomwear,West,120,591.55,70986.25,0,591.55,2612.36,0,5,0.2,347,614.21,1,29.58,0.3,0.4,Friday,12,2024,None,Aarav,56,9122675350,East
2024-12-08,Myntra,Shoes,Footwear,Casual Shoes,West,155,805.7,124883.78,0,805.7,3031.3,0,2,0.2,117,834.21,1,40.29,0.29,-0.01,Sunday,12,2024,Coupon,Reyansh,26,9970415843,East
2024-12-03,Flipkart,Watch,Accessories,Watches,North,52,556.28,23141.11,20,445.02,2732.59,0,5,0.12,458,484.04,4,22.25,0.15,-0.31,Tuesday,12,2024,Coupon,Kiara,24,9125774492,East
2024-12-31,Flipkart,Watch,Accessories,Watches,West,121,856.68,103657.73,0,856.68,4283.94,1,1,0.11,76,846.02,2,42.83,0.12,0.45,Tuesday,12,2024,Coupon,Kabir,58,9650355259,East
2024-12-26,Amazon,Jeans,Clothing,Bottomwear,North,90,1689.24,136828.08,10,1520.31,4439.24,0,2,0.18,11,1628.77,2,76.02,0.32,0.02,Thursday,12,2024,Bogo,Saanvi,37,9588138379,West
2024-12-13,Flipkart,Shoes,Footwear,Casual Shoes,West,56,824.74,46185.33,0,824.74,3244.5,0,3,0.13,13,880.94,6,41.24,0.28,0.98,Friday,12,2024,Bogo,Kabir,27,9228970912,South
2024-12-18,Myntra,Shoes,Footwear,Casual Shoes,North,72,1373.83,79132.33,20,1099.06,1722.62,0,5,0.08,479,1278.63,1,54.95,0.11,0.98,Wednesday,12,2024,Bogo,Saanvi,43,9127569950,North
2025-01-07,Ajio,Shoes,Footwear,Casual Shoes,East,183,987.85,180775.81,0,987.85,2868.86,0,1,0.18,325,1048.13,4,49.39,0.13,-0.47,Tuesday,1,2025,Coupon,Ishaan,21,9209884388,North
2025-01-06,Flipkart,Smartphone,Electronics,Mobiles,South,197,317.64,56316.88,10,285.87,4653.38,0,4,0.17,85,382.71,5,14.29,0.17,0.15,Monday,1,2025,Bogo,Anaya,55,9242910917,North
2025-01-10,Myntra,Watch,Accessories,Watches,West,162,761.23,86322.96,30,532.86,2535.42,0,4,0.12,461,784.83,4,26.64,0.33,-0.55,Friday,1,2025,Bogo,Ishaan,41,9726618212,East
2024-12-12,Amazon,Shirt,Clothing,Topwear,West,171,445.3,60917.65,20,356.24,186.01,0,5,0.15,441,389.96,1,17.81,0.21,-1.0,Thursday,12,2024,Coupon,Myra,31,9174247650,North
2025-01-13,Flipkart,Shirt,Clothing,Topwear,East,73,1028.59,52560.92,30,720.01,2819.9,0,4,0.04,196,1065.09,4,36.0,0.39,-0.11,Monday,1,2025,Coupon,Diya,58,9900977653,West
2024-12-14,Meesho,Jeans,Clothing,Bottomwear,East,88,539.94,47514.9,0,539.94,2839.39,0,3,0.04,181,585.79,3,27.0,0.31,-0.25,Saturday,12,2024,Bogo,Reyansh,18,9080326443,South
2025-01-02,Flipkart,Shoes,Footwear,Casual Shoes,South,102,344.18,28085.07,20,275.34,1446.99,0,2,0.08,153,290.98,6,13.77,0.29,-0.68,Thursday,1,2025,Coupon,Kiara,34,9043971703,East
2025-01-05,Myntra,Shirt,Clothing,Topwear,East,113,1435.6,146000.55,10,1292.04,1578.99,0,1,0.07,197,1503.99,5,64.6,0.2,-0.18,Sunday,1,2025,Coupon,Reyansh,41,9244437230,East
2024-12-09,Flipkart,Watch,Accessories,Watches,South,188,1336.85,226194.95,10,1203.16,1523.88,0,5,0.02,58,1328.7,3,60.16,0.34,-0.6,Monday,12,2024,Coupon,Kabir,44,9601602555,West
2024-12-29,Myntra,Shirt,Clothing,Topwear,North,82,1854.13,106426.78,30,1297.89,2316.34,0,4,0.06,228,1921.24,2,64.89,0.3,-0.45,Sunday,12,2024,Flash Sale,Saanvi,24,9115946647,North
2024-12-23,Amazon,Jeans,Clothing,Bottomwear,North,128,114.76,13219.96,10,103.28,3021.1,0,2,0.04,43,152.19,6,5.16,0.35,-0.08,Monday,12,2024,Coupon,Ishaan,26,9954363440,East
2024-12-23,Ajio,Smartphone,Electronics,Mobiles,North,198,1899.07,338414.7,10,1709.17,1627.1,0,3,0.01,325,1981.85,3,85.46,0.24,-0.29,Monday,12,2024,None,Reyansh,52,9022115054,East
2025-01-08,Ajio,Shoes,Footwear,Casual Shoes,North,82,1374.34,112695.54,0,1374.34,265.57,0,4,0.04,479,1332.39,4,68.72,0.24,-0.33,Wednesday,1,2025,Coupon,Ishaan,29,9546025063,West
2024-12-12,Myntra,Shoes,Footwear,Casual Shoes,North,31,847.07,26259.2,0,847.07,833.05,0,4,0.08,425,888.94,3,42.35,0.18,0.04,Thursday,12,2024,None,Anaya,38,9298070497,West
2024-12-10,Flipkart,Jeans,Clothing,Bottomwear,East,10,611.02,5499.2,10,549.92,447.57,0,1,0.07,267,631.84,3,27.5,0.14,-0.45,Tuesday,12,2024,None,Anaya,20,9567555471,North
2024-12-23,Amazon,Shoes,Footwear,Casual Shoes,South,61,505.73,30849.62,0,505.73,3639.82,0,3,0.1,276,483.91,4,25.29,0.36,-0.16,Monday,12,2024,Bogo,Saanvi,32,9630423643,South
2024-12-18,Amazon,Watch,Accessories,Watches,North,184,793.16,116753.55,20,634.53,4547.9,0,3,0.14,357,804.46,3,31.73,0.38,0.06,Wednesday,12,2024,None,Myra,38,9059560389,South
2024-12-04,Flipkart,Shoes,Footwear,Casual Shoes,East,126,1247.07,125704.75,20,997.66,2051.03,0,5,0.18,385,1240.21,3,49.88,0.32,-0.1,Wednesday,12,2024,Coupon,Reyansh,27,9513539625,North
2025-01-15,Ajio,Shoes,Footwear,Casual Shoes,East,47,1001.31,47061.48,0,1001.31,1805.54,0,1,0.12,202,1044.88,5,50.07,0.27,-1.0,Wednesday,1,2025,Coupon,Kiara,50,9322129028,South
2025-01-03,Ajio,Smartphone,Electronics,Mobiles,South,115,592.17,47669.43,30,414.52,1277.29,0,5,0.12,149,527.89,3,20.73,0.33,0.59,Friday,1,2025,Coupon,Ishaan,23,9327040641,West
2025-01-07,Myntra,Shoes,Footwear,Casual Shoes,East,141,1418.37,159992.51,20,1134.7,4232.8,0,1,0.01,170,1439.21,1,56.73,0.2,-0.21,Tuesday,1,2025,Coupon,Ishaan,19,9060255606,West
2024-12-12,Myntra,Jeans,Clothing,Bottomwear,North,70,931.22,45629.57,30,651.85,107.22,0,3,0.19,37,977.56,4,32.59,0.32,0.7,Thursday,12,2024,Coupon,Anaya,46,9157492773,West
2025-01-06,Ajio,Watch,Accessories,Watches,South,48,1894.04,63639.62,30,1325.83,3896.93,0,1,0.1,486,1958.97,6,66.29,0.25,-0.94,Monday,1,2025,None,Diya,57,9744268800,South
2024-12-20,Amazon,Shoes,Footwear,Casual Shoes,North,44,1800.61,71304.06,10,1620.55,3278.86,0,1,0.09,441,1709.82,4,81.03,0.25,-0.36,Friday,12,2024,Flash Sale,Saanvi,50,9940301137,South
2024-12-18,Meesho,Watch,Accessories,Watches,East,39,1377.28,53713.78,0,1377.28,830.79,0,1,0.12,422,1473.78,5,68.86,0.1,-0.55,Wednesday,12,2024,Coupon,Ishaan,21,9188109981,East
2024-12-08,Ajio,Smartphone,Electronics,Mobiles,South,113,468.51,37059.33,30,327.96,4020.35,0,2,0.11,383,531.54,3,16.4,0.16,-0.29,Sunday,12,2024,None,Anaya,21,9720091651,East
2025-01-13,Meesho,Shoes,Footwear,Casual Shoes,North,156,1290.28,181155.5,10,1161.25,3666.39,0,2,0.13,486,1247.72,6,58.06,0.14,0.8,Monday,1,2025,Bogo,Anaya,46,9310239446,East
2024-12-04,Amazon,Jeans,Clothing,Bottomwear,North,144,1488.04,192850.42,10,1339.24,782.43,0,3,0.12,499,1536.34,3,66.96,0.34,-0.7,Wednesday,12,2024,None,Aarav,54,9978648798,South
2025-01-09,Flipkart,Watch,Accessories,Watches,North,23,1353.66,24907.34,20,1082.93,4248.1,0,1,0.11,39,1358.26,3,54.15,0.26,0.62,Thursday,1,2025,None,Ishaan,37,9975388998,East
2024-12-06,Meesho,Shoes,Footwear,Casual Shoes,East,195,1833.49,250271.43,30,1283.44,1980.85,0,3,0.17,224,1759.8,4,64.17,0.37,-0.64,Friday,12,2024,Bogo,Aarav,58,9922555441,West
2024-12-12,Meesho,Jeans,Clothing,Bottomwear,East,90,409.13,25775.16,30,286.39,3841.54,0,2,0.12,420,310.94,5,14.32,0.21,0.1,Thursday,12,2024,Coupon,Kiara,40,9632733708,South
2025-01-05,Ajio,Watch,Accessories,Watches,South,87,1278.55,111233.71,0,1278.55,3575.64,0,1,0.07,159,1270.47,5,63.93,0.29,-0.4,Sunday,1,2025,Bogo,Kiara,35,9615745975,North
2025-01-03,Amazon,Smartphone,Electronics,Mobiles,West,113,1801.74,142517.68,30,1261.22,3995.86,0,5,0.14,419,1726.98,6,63.06,0.33,0.93,Friday,1,2025,Flash Sale,Anaya,42,9888582417,South
2024-12-10,Ajio,Smartphone,Electronics,Mobiles,East,72,287.86,16580.73,20,230.29,2952.77,0,2,0.12,99,266.45,2,11.51,0.15,-0.14,Tuesday,12,2024,Bogo,Diya,18,9355406970,East
2024-12-06,Ajio,Jeans,Clothing,Bottomwear,South,19,239.64,4097.91,10,215.68,1721.36,0,2,0.13,360,225.82,4,10.78,0.28,0.9,Friday,12,2024,None,Diya,32,9963584741,South
2024-12-28,Ajio,Shoes,Footwear,Casual Shoes,North,41,505.72,14514.2,30,354.0,4814.76,0,2,0.17,14,508.03,2,17.7,0.37,-0.69,Saturday,12,2024,Coupon,Aarav,51,9316626008,East
2024-12-13,Flipkart,Jeans,Clothing,Bottomwear,South,92,1293.19,83281.27,30,905.23,3402.7,0,1,0.11,125,1271.32,5,45.26,0.21,0.24,Friday,12,2024,None,Anaya,37,9545504832,East
2025-01-13,Flipkart,Watch,Accessories,Watches,South,127,1438.71,146173.29,20,1150.97,2362.71,0,4,0.15,80,1375.02,3,57.55,0.32,-0.13,Monday,1,2025,Coupon,Aarav,54,9012365785,North
2024-12-06,Meesho,Watch,Accessories,Watches,South,23,1945.65,35799.97,20,1556.52,2123.85,0,5,0.09,315,1926.65,6,77.83,0.25,-0.28,Friday,12,2024,Flash Sale,Saanvi,44,9631883295,North
2025-01-12,Myntra,Shirt,Clothing,Topwear,West,47,1521.95,64378.62,10,1369.76,4282.06,0,5,0.06,229,1507.52,1,68.49,0.1,0.92,Sunday,1,2025,Coupon,Aarav,39,9203012793,West
2025-01-11,Myntra,Shirt,Clothing,Topwear,North,81,912.95,59159.29,20,730.36,4782.04,0,3,0.01,414,814.4,5,36.52,0.27,-0.29,Saturday,1,2025,None,Myra,22,9398612339,East
2024-12-28,Ajio,Watch,Accessories,Watches,East,175,1276.33,223357.87,0,1276.33,1515.31,0,1,0.12,177,1200.56,2,63.82,0.25,-0.34,Saturday,12,2024,Coupon,Ishaan,51,9799528978,South
2024-12-16,Flipkart,Jeans,Clothing,Bottomwear,East,185,1413.01,261406.12,0,1413.01,2256.28,0,2,0.19,148,1399.0,1,70.65,0.35,-0.65,Monday,12,2024,None,Kiara,56,9423488265,North
2024-12-30,Amazon,Smartphone,Electronics,Mobiles,East,82,1203.84,88843.42,10,1083.46,443.5,0,4,0.1,434,1246.06,3,54.17,0.29,-0.74,Monday,12,2024,Flash Sale,Vivaan,20,9349163151,North
2024-12-11,Myntra,Shoes,Footwear,Casual Shoes,West,109,1902.81,165924.8,20,1522.25,2515.04,0,1,0.11,181,1856.14,5,76.11,0.24,0.93,Wednesday,12,2024,Bogo,Anaya,34,9916069405,East
2025-01-08,Amazon,Shoes,Footwear,Casual Shoes,East,190,1202.07,182715.12,20,961.66,1253.5,0,1,0.08,248,1254.92,6,48.08,0.24,-0.02,Wednesday,1,2025,Bogo,Diya,41,9608602431,South
2024-12-17,Flipkart,Shirt,Clothing,Topwear,West,134,940.0,100768.36,20,752.0,2473.52,0,4,0.11,460,954.4,5,37.6,0.33,-0.69,Tuesday,12,2024,Bogo,Reyansh,41,9036387740,North
2025-01-07,Myntra,Shirt,Clothing,Topwear,East,47,1454.27,68350.52,0,1454.27,1902.45,0,2,0.02,439,1511.42,3,72.71,0.21,-0.5,Tuesday,1,2025,Coupon,Ishaan,20,9815949725,North
2024-12-23,Flipkart,Shoes,Footwear,Casual Shoes,South,76,197.21,11990.64,20,157.77,2301.41,0,1,0.19,446,198.04,1,7.89,0.12,-0.11,Monday,12,2024,Bogo,Vivaan,24,9592634859,South
2024-12-28,Ajio,Shirt,Clothing,Topwear,East,32,694.4,17776.76,20,555.52,825.49,0,5,0.12,283,638.28,3,27.78,0.26,0.58,Saturday,12,2024,None,Myra,42,9378941574,North
2024-12-24,Meesho,Watch,Accessories,Watches,South,38,1650.32,62712.01,0,1650.32,1377.24,1,5,0.08,2,1676.25,1,82.52,0.31,0.81,Tuesday,12,2024,Coupon,Reyansh,20,9078079131,South
2025-01-03,Flipkart,Smartphone,Electronics,Mobiles,South,27,310.75,7551.19,10,279.67,3353.96,0,4,0.03,318,304.27,2,13.98,0.34,0.96,Friday,1,2025,Bogo,Diya,32,9192736929,East
2024-12-23,Flipkart,Smartphone,Electronics,Mobiles,North,49,919.3,31531.99,30,643.51,1445.86,0,2,0.07,10,963.74,5,32.18,0.27,0.26,Monday,12,2024,Flash Sale,Myra,46,9215506327,North
2024-12-08,Flipkart,Watch,Accessories,Watches,East,147,139.8,14384.95,30,97.86,2621.82,0,4,0.16,359,164.73,2,4.89,0.3,-0.98,Sunday,12,2024,Bogo,Diya,46,9187723113,East
2024-12-09,Flipkart,Shoes,Footwear,Casual Shoes,North,26,1264.51,29589.54,10,1138.06,2345.67,0,1,0.03,1,1297.35,1,56.9,0.3,-0.08,Monday,12,2024,Bogo,Diya,27,9540905226,South
2024-12-08,Amazon,Shoes,Footwear,Casual Shoes,South,190,1622.92,308354.9,0,1622.92,308.9,0,5,0.05,394,1613.8,4,81.15,0.18,-0.7,Sunday,12,2024,Flash Sale,Anaya,49,9009270938,East
2025-01-04,Myntra,Watch,Accessories,Watches,West,199,849.52,152149.18,10,764.57,4795.81,0,3,0.0,252,948.72,3,38.23,0.27,0.97,Saturday,1,2025,Flash Sale,Reyansh,40,9397626692,East
2025-01-14,Ajio,Jeans,Clothing,Bottomwear,East,87,1181.74,92530.0,10,1063.56,3817.99,0,4,0.06,249,1141.71,4,53.18,0.14,0.14,Tuesday,1,2025,None,Saanvi,56,9180631176,East
2024-12-26,Myntra,Watch,Accessories,Watches,East,145,937.15,122297.54,10,843.43,2257.83,0,3,0.16,113,1011.82,1,42.17,0.3,0.05,Thursday,12,2024,Bogo,Aarav,26,9649711405,West
2024-12-29,Meesho,Jeans,Clothing,Bottomwear,West,80,1411.05,79018.75,30,987.73,1946.37,0,3,0.0,75,1446.23,5,49.39,0.18,0.61,Sunday,12,2024,Coupon,Aarav,54,9356276056,South
2024-12-04,Amazon,Shoes,Footwear,Casual Shoes,West,189,854.85,161565.87,0,854.85,2745.32,0,5,0.08,172,898.85,3,42.74,0.31,0.09,Wednesday,12,2024,Coupon,Ishaan,57,9319860723,South
2025-01-04,Flipkart,Smartphone,Electronics,Mobiles,North,91,1379.68,87885.74,30,965.78,3217.47,0,4,0.18,439,1308.0,1,48.29,0.16,0.69,Saturday,1,2025,Bogo,Diya,31,9405951957,South
2024-12-09,Meesho,Shirt,Clothing,Topwear,West,30,412.94,9910.61,20,330.35,3816.28,0,3,0.0,231,488.51,6,16.52,0.15,-0.49,Monday,12,2024,None,Ishaan,21,9533857762,South
2025-01-07,Myntra,Jeans,Clothing,Bottomwear,East,95,1047.86,99546.54,0,1047.86,2200.75,0,1,0.19,69,1116.58,2,52.39,0.2,0.62,Tuesday,1,2025,Coupon,Reyansh,37,9904991916,South
2025-01-12,Myntra,Shoes,Footwear,Casual Shoes,West,105,735.59,54065.85,30,514.91,4795.43,0,2,0.05,428,835.04,4,25.75,0.36,-0.13,Sunday,1,2025,Bogo,Diya,45,9278754226,North
2025-01-13,Myntra,Shoes,Footwear,Casual Shoes,East,147,1230.88,144751.53,20,984.7,533.98,0,2,0.07,421,1238.76,4,49.24,0.29,0.52,Monday,1,2025,Coupon,Diya,31,9455807945,North
2024-12-31,Flipkart,Shirt,Clothing,Topwear,East,10,1803.82,18038.18,0,1803.82,4317.97,1,5,0.01,476,1831.67,4,90.19,0.24,0.51,Tuesday,12,2024,None,Vivaan,51,9502585508,North
2024-12-02,Meesho,Watch,Accessories,Watches,West,110,1526.17,117514.94,30,1068.32,2922.03,0,4,0.03,496,1581.45,6,53.42,0.27,-0.52,Monday,12,2024,Coupon,Kiara,30,9310224060,East
2024-12-02,Flipkart,Shirt,Clothing,Topwear,East,14,968.8,12206.93,10,871.92,353.24,0,4,0.11,310,896.47,5,43.6,0.39,0.43,Monday,12,2024,Coupon,Aarav,48,9350696235,East
2025-01-04,Myntra,Shoes,Footwear,Casual Shoes,North,81,957.94,54315.16,30,670.56,3190.12,0,2,0.1,329,1033.44,5,33.53,0.23,0.14,Saturday,1,2025,Coupon,Reyansh,50,9639888951,South
2024-12-06,Meesho,Jeans,Clothing,Bottomwear,West,144,978.98,126876.28,10,881.09,4807.82,0,1,0.17,292,948.17,4,44.05,0.33,0.01,Friday,12,2024,Flash Sale,Myra,56,9138251047,West
2024-12-03,Amazon,Watch,Accessories,Watches,West,174,1538.45,214152.84,20,1230.76,1312.01,0,2,0.03,50,1493.4,4,61.54,0.17,0.34,Tuesday,12,2024,Bogo,Myra,45,9991987203,South
2025-01-06,Amazon,Jeans,Clothing,Bottomwear,East,42,1836.9,61719.75,20,1469.52,4071.12,0,2,0.14,107,1822.67,4,73.48,0.13,-0.46,Monday,1,2025,Flash Sale,Saanvi,42,9729163541,North
2024-12-13,Myntra,Shoes,Footwear,Casual Shoes,South,130,594.45,69550.6,10,535.0,648.22,0,4,0.16,347,627.29,3,26.75,0.34,0.37,Friday,12,2024,Coupon,Kabir,49,9918917700,South
2024-12-22,Amazon,Jeans,Clothing,Bottomwear,South,121,1644.82,159218.51,20,1315.86,4697.09,0,3,0.07,55,1670.31,5,65.79,0.38,-0.59,Sunday,12,2024,None,Reyansh,26,9310820174,East
2024-12-26,Flipkart,Shirt,Clothing,Topwear,North,127,334.31,29719.73,30,234.01,1293.29,0,1,0.02,353,264.99,2,11.7,0.15,0.6,Thursday,12,2024,Coupon,Kabir,45,9650563776,South
2024-12-21,Myntra,Smartphone,Electronics,Mobiles,North,83,1466.55,121723.27,0,1466.55,743.31,0,4,0.04,126,1500.5,4,73.33,0.3,-0.4,Saturday,12,2024,Bogo,Vivaan,48,9155651738,North
2024-12-15,Meesho,Shoes,Footwear,Casual Shoes,East,72,340.08,24485.57,0,340.08,4948.31,0,2,0.07,218,344.63,5,17.0,0.32,-0.01,Sunday,12,2024,Bogo,Myra,34,9722718352,South
2024-12-28,Amazon,Smartphone,Electronics,Mobiles,East,45,568.06,17893.94,30,397.64,4170.12,0,3,0.12,204,518.7,2,19.88,0.11,-0.48,Saturday,12,2024,None,Reyansh,40,9229178792,East
2024-12-01,Amazon,Shoes,Footwear,Casual Shoes,South,140,1733.89,194195.32,20,1387.11,935.57,0,1,0.19,315,1746.54,2,69.36,0.19,-0.8,Sunday,12,2024,Bogo,Diya,30,9691354893,West
2024-12-22,Meesho,Watch,Accessories,Watches,West,65,1868.9,85034.83,30,1308.23,2318.84,0,5,0.19,119,1863.35,6,65.41,0.39,0.65,Sunday,12,2024,None,Kiara,27,9437720511,North
2024-12-22,Ajio,Smartphone,Electronics,Mobiles,North,51,1925.42,68737.42,30,1347.79,3962.18,0,1,0.11,61,1964.0,1,67.39,0.16,0.73,Sunday,12,2024,Flash Sale,Anaya,33,9272699870,South
2024-12-18,Flipkart,Shirt,Clothing,Topwear,South,97,1855.8,180013.05,0,1855.8,3855.98,0,1,0.07,117,1881.43,1,92.79,0.3,-0.39,Wednesday,12,2024,Bogo,Kiara,23,9667949887,East
2025-01-14,Meesho,Watch,Accessories,Watches,West,171,1720.62,264802.9,10,1548.55,2034.46,0,2,0.18,74,1798.91,2,77.43,0.37,-0.81,Tuesday,1,2025,Bogo,Saanvi,28,9550533134,North
2024-12-30,Meesho,Smartphone,Electronics,Mobiles,East,90,195.96,14109.42,20,156.77,4916.8,0,2,0.16,458,134.05,6,7.84,0.22,-0.35,Monday,12,2024,Coupon,Myra,20,9443097218,North
2025-01-13,Amazon,Watch,Accessories,Watches,East,125,355.6,44449.8,0,355.6,2538.12,0,5,0.02,471,436.15,2,17.78,0.19,0.43,Monday,1,2025,Flash Sale,Ishaan,45,9681898899,East
2025-01-07,Ajio,Shirt,Clothing,Topwear,South,12,728.51,6119.49,30,509.96,4072.53,0,5,0.06,132,819.97,2,25.5,0.19,-0.38,Tuesday,1,2025,None,Ishaan,58,9392528217,South
2024-12-12,Ajio,Watch,Accessories,Watches,East,198,1480.82,293203.06,0,1480.82,3878.5,0,5,0.03,440,1473.48,5,74.04,0.18,-0.15,Thursday,12,2024,None,Anaya,32,9576279009,South
2025-01-07,Amazon,Shoes,Footwear,Casual Shoes,West,104,1065.51,110813.16,0,1065.51,2105.06,0,4,0.11,235,1092.38,4,53.28,0.25,-0.66,Tuesday,1,2025,Coupon,Myra,30,9789541857,South
2024-12-31,Ajio,Shirt,Clothing,Topwear,East,170,1696.84,201924.11,30,1187.79,279.49,1,4,0.17,484,1675.58,1,59.39,0.36,0.54,Tuesday,12,2024,Bogo,Reyansh,59,9887972210,North
2024-12-03,Flipkart,Shoes,Footwear,Casual Shoes,South,142,1613.3,206179.28,10,1451.97,4640.28,0,2,0.05,471,1522.47,6,72.6,0.25,-0.34,Tuesday,12,2024,Coupon,Diya,34,9311430834,West
2024-12-13,Myntra,Jeans,Clothing,Bottomwear,West,132,1440.38,171116.62,10,1296.34,2547.22,0,2,0.03,334,1353.18,2,64.82,0.25,0.57,Friday,12,2024,Flash Sale,Saanvi,24,9617194113,North
2024-12-20,Flipkart,Jeans,Clothing,Bottomwear,North,13,560.13,5825.37,20,448.11,1936.64,0,5,0.14,104,610.01,4,22.41,0.4,-0.53,Friday,12,2024,Coupon,Ishaan,45,9375976931,South
2024-12-15,Flipkart,Watch,Accessories,Watches,North,81,935.51,53043.24,30,654.85,862.3,0,4,0.13,92,882.01,4,32.74,0.35,-0.27,Sunday,12,2024,Bogo,Anaya,55,9810798061,North
2024-12-03,Meesho,Shoes,Footwear,Casual Shoes,West,23,1274.68,23454.19,20,1019.75,2703.2,0,3,0.01,186,1225.17,3,50.99,0.37,0.02,Tuesday,12,2024,Coupon,Kiara,30,9540119950,West
2024-12-16,Meesho,Shoes,Footwear,Casual Shoes,North,175,986.72,155407.92,10,888.05,4573.17,0,4,0.04,71,1048.4,6,44.4,0.33,0.56,Monday,12,2024,Coupon,Diya,34,9394116650,North
2024-12-26,Amazon,Shoes,Footwear,Casual Shoes,East,111,1587.22,140944.85,20,1269.77,110.7,0,2,0.03,273,1655.66,1,63.49,0.39,0.22,Thursday,12,2024,Coupon,Ishaan,32,9289017689,East
2024-12-17,Flipkart,Watch,Accessories,Watches,South,51,944.6,38539.83,20,755.68,4943.26,0,4,0.16,383,996.94,5,37.78,0.36,-0.42,Tuesday,12,2024,None,Kiara,53,9336098106,South
2024-12-05,Amazon,Shirt,Clothing,Topwear,East,34,568.16,15454.06,20,454.53,481.05,0,2,0.19,101,586.21,3,22.73,0.19,0.61,Thursday,12,2024,None,Reyansh,45,9520493400,South
2024-12-07,Ajio,Shoes,Footwear,Casual Shoes,South,75,823.73,55601.65,10,741.36,4691.09,0,5,0.06,179,779.67,2,37.07,0.28,0.03,Saturday,12,2024,Coupon,Kiara,32,9454184498,South
2024-12-24,Amazon,Shirt,Clothing,Topwear,South,91,1685.47,107364.48,30,1179.83,3396.88,1,5,0.19,211,1713.56,1,58.99,0.23,-0.93,Tuesday,12,2024,None,Diya,28,9244131491,North
2024-12-31,Amazon,Shirt,Clothing,Topwear,North,70,1166.19,73469.68,10,1049.57,3132.78,1,5,0.18,10,1123.44,5,52.48,0.15,0.18,Tuesday,12,2024,Flash Sale,Kiara,48,9989578744,North
2024-12-29,Myntra,Watch,Accessories,Watches,East,116,1529.44,159673.21,10,1376.49,2358.26,0,3,0.03,287,1430.45,3,68.82,0.36,0.25,Sunday,12,2024,Coupon,Reyansh,21,9507158219,North
2024-12-23,Meesho,Shirt,Clothing,Topwear,East,102,1049.14,107012.47,0,1049.14,3267.4,0,3,0.11,486,1113.89,6,52.46,0.12,-0.13,Monday,12,2024,Coupon,Saanvi,52,9485776419,South
2024-12-15,Amazon,Watch,Accessories,Watches,South,99,863.59,85494.98,0,863.59,2964.05,0,2,0.13,437,880.22,4,43.18,0.21,-0.9,Sunday,12,2024,Bogo,Diya,51,9946616567,North
2024-12-18,Meesho,Jeans,Clothing,Bottomwear,North,87,381.88,23256.77,30,267.32,1552.0,0,1,0.03,186,356.19,5,13.37,0.12,0.88,Wednesday,12,2024,Flash Sale,Saanvi,44,9307722424,South
2024-12-29,Ajio,Shirt,Clothing,Topwear,South,73,134.18,8815.46,10,120.76,4669.98,0,3,0.15,176,193.24,1,6.04,0.25,0.76,Sunday,12,2024,None,Anaya,27,9701138186,North
2024-12-27,Meesho,Shirt,Clothing,Topwear,East,20,168.33,2693.36,20,134.67,4057.37,0,2,0.18,22,138.11,5,6.73,0.12,0.57,Friday,12,2024,Bogo,Myra,47,9970483151,South
2024-12-10,Ajio,Shoes,Footwear,Casual Shoes,East,174,1791.18,311666.08,0,1791.18,4738.56,0,4,0.1,401,1818.56,3,89.56,0.22,0.58,Tuesday,12,2024,Coupon,Kiara,37,9272152025,East
2024-12-19,Meesho,Jeans,Clothing,Bottomwear,North,57,436.92,19923.57,20,349.54,941.96,0,5,0.04,443,339.84,5,17.48,0.34,-0.97,Thursday,12,2024,Coupon,Vivaan,46,9286418468,North
2024-12-29,Ajio,Smartphone,Electronics,Mobiles,West,99,639.12,44290.77,30,447.38,3914.73,0,5,0.12,338,616.74,2,22.37,0.15,-0.63,Sunday,12,2024,None,Saanvi,46,9380517421,South
2024-12-18,Amazon,Shoes,Footwear,Casual Shoes,West,47,1094.1,41138.34,20,875.28,3477.62,0,5,0.06,425,1024.89,3,43.76,0.34,0.17,Wednesday,12,2024,Flash Sale,Reyansh,40,9768731115,East
2024-12-26,Ajio,Watch,Accessories,Watches,South,84,1425.94,107801.24,10,1283.35,3577.71,0,2,0.1,127,1355.7,2,64.17,0.23,-0.1,Thursday,12,2024,None,Ishaan,38,9651323468,East
2024-12-20,Myntra,Smartphone,Electronics,Mobiles,North,182,1136.43,186147.5,10,1022.79,1560.09,0,5,0.18,129,1115.89,4,51.14,0.14,-0.38,Friday,12,2024,None,Saanvi,27,9172893295,West
2024-12-03,Ajio,Jeans,Clothing,Bottomwear,South,177,920.15,130293.68,20,736.12,1955.99,0,3,0.18,319,934.31,3,36.81,0.4,0.21,Tuesday,12,2024,None,Ishaan,58,9986329322,North
